"","COWcode","year","country_name","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem","v2x_regime","v2x_regime_amb","v2x_ex_military","v2x_ex_confidence","v2x_ex_direlect","v2x_ex_hereditary","v2x_ex_party","v2x_neopat","v2xnp_client","v2x_frassoc_thick","v2x_jucon","v2xlg_legcon","v2x_cspart","v2lpname","v2exhoshog","v2exremhog","v2exdjdshg","v2exdfvthg","v2reginfo","v2regint","v2regendtype","v2regimpgroup","v2regsupgroupssize","v2lgoppart","v2dlencmps","v2juhcind","v2juncind","v2juhccomp","v2jucomp","v2jureview","v2stfisccap","v2svstterr","v2mecenefi","v2mecenefm","v2exl_legitideol","v2exl_legitideolcr_0","v2exl_legitideolcr_1","v2exl_legitideolcr_2","v2exl_legitideolcr_3","v2exl_legitideolcr_4","v2xpe_exlsocgr","v2x_gencl","v2x_rule","v2xcl_prpty","v2xcs_ccsi","v2x_clpol","v2x_clpriv","v2clfmove","v2xcl_dmove","v2cldmovem","v2cldmovew","v2cldiscm","v2cldiscw","v2clslavem","v2clslavef","v2clstown","v2clprptym","v2clprptyw","v2clacjstm","v2clacjstw","e_legparty","e_autoc","e_peaveduc","e_migdppc","e_migdppcln","e_cow_exports","e_cow_imports","e_total_fuel_income_pc","e_total_oil_income_pc","e_miurbani","e_mipopula","e_civil_war","e_miinteco","v2exrmhgnp_0","v2exrmhgnp_1","v2exrmhgnp_2","v2exrmhgnp_3","v2exrmhgnp_4","v2exrmhgnp_5","v2exrmhgnp_6","v2exrmhgnp_7","v2exrmhgnp_8","v2exctlhg_0","v2exctlhg_1","v2exctlhg_2","v2exctlhg_3","v2exctlhg_4","v2exctlhg_5","v2exctlhg_6","v2exctlhg_7","v2exctlhg_8","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2exl_legitlead","ccode.x","onsets","revonsets","sideaonsets","force_onsets","force_revonsets","force_sideaonsets","leader","age0","age","usedforce","irregulartransition","foundingleader","foreigninstall","radicalideology","democratizing","revolutionaryleader","chg_executivepower","chg_politicalideology","chg_propertyownership","chg_womenandethnicstatus","chg_religioningovernment","chg_revolutionarycommittee","totalcategorieschanged","muslim","durable","cinc","majorpower","peaceyears","dem","conflict.status","trade","rule.inverse","X1","dispnum","stabb","ccode.y","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version","outcome","settle","recip","numa","numb","legitideol","nationalist","socialist","conservative","autonomist","religious","totalcat","mideology","mnationalist","msocialist","mconservative","mautonomist","mreligious","initiator","revisionist","policyrevisionist","regimerevisionist","territorialrevisionist","otherrevisionist","nonterritorial","backdown","hostile","hostileorig","hostilepolicy","hostileregime","personofleader","coldwar","transformativeideology","cinc2"
"46",110,2000,"Guyana",0.547,0.36,0.354,0.283,0.371,2,5,0.25,0,0,0,0.125,0.502,0.521,0.839,0.736,0.375,0.796,NA,1,NA,NA,NA,"Post-1992 alternation (10/10/1992 - E)",1,13,NA,NA,1.132,-0.842,1.261,1.318,0.953,0.506,0.688,1.368,99.455,1.315,-0.21,0.306,0,0.25,0.5,0.25,0,0.571,0.818,0.518,0.817,0.84,0.775,0.896,1.612,0.839,1.485,1.715,1.092,1.2,1.4,0.861,0.73,1.329,1.734,0.642,0.633,2,0,8.313,NA,NA,595.89,651.024,0,0,0.179,755.171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065,110,2,0,0,0,0,0,"Bharrat Jagdeo",35,36,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.0821999981999397,8,0.0000644000028842129,0,0,0,0,1246.914,0.482,4566,4156,"GUY",110,3,6,2000,-9,9,2000,0,0,0,0,0,0,12,3,1,5,5,3,1,1,1,0.540634920634921,0,0.25,0.5,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.065,0,0,0.00644000028842129
"47",130,1950,"Ecuador",0.352,0.189,0.181,0.134,0.101,1,3,0.5,0.333,1,0,0.083,0.768,0.788,0.682,0.201,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,0.32,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,1.56,-0.633,0.75,0,0.25,0,0,0.912,0.378,0.225,0.5,0.606,0.691,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.416,2441,7.8,67.1,44.3,11.57,11.57,0.24,3369.955,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.483,130,1,1,0,0,0,0,"Plaza Lasso",42,44,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000136000002385117,2,0.000708299980033189,0,5,0,0,111.4,0.775,2122,2122,"ECU",130,21,10,1950,21,10,1950,0,1,1,-9,0,0,0,1,1,5,5,3,0,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.483,1,0,0.0708299980033189
"48",130,1951,"Ecuador",0.35,0.187,0.181,0.133,0.099,1,3,0.5,0.333,1,0,0.083,0.771,0.786,0.674,0.201,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,0.32,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,1.56,-0.633,0.75,0,0.25,0,0,0.912,0.378,0.225,0.5,0.606,0.691,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.504,2397,7.782,55.4,58.9,10.74,10.74,0.26,3474.555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.483,130,1,1,0,1,1,0,"Plaza Lasso",42,45,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000136000002385117,3,0.000676500028930604,0,0,0,0,114.3,0.775,1031,1155,"ECU",130,11,8,1951,15,8,1951,0,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.483,1,0,0.0676500028930604
"49",130,1952,"Ecuador",0.348,0.179,0.177,0.132,0.103,1,3,0.5,0.333,1,0,0.083,0.759,0.777,0.68,0.201,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,-0.242,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,-1.025,-0.633,0.75,0,0.25,0,0,0.882,0.378,0.217,0.5,0.606,0.621,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.592,2639,7.878,78.8,62.8,10.74,10.74,0.278,3579.155,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.255,130,1,1,1,1,1,1,"Velasco Ibarra",59,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,4,0.00064889999339357,0,0,0,0,141.6,0.783,1785,1702,"ECU",130,-9,8,1952,30,10,1952,1,1,2,-9,0,0,15,4,1,5,7,3,0,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,-0.255,1,0,0.064889999339357
"50",130,1953,"Ecuador",0.34,0.174,0.174,0.132,0.099,1,3,0.5,0.333,1,0,0.083,0.796,0.801,0.685,0.199,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,-0.242,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,-1.025,-0.633,0.75,0,0.25,0,0,0.882,0.378,0.21,0.5,0.606,0.621,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.68,2642,7.879,74.8,68.3,12.55,12.55,0.295,3683.755,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.255,130,1,1,1,0,0,0,"Velasco Ibarra",59,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,5,0.000652500020805746,0,0,0,0,143.1,0.79,2121,2121,"ECU",130,27,2,1953,13,7,1953,1,1,1,-9,0,0,12,3,1,5,5,3,1,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,-0.255,1,0,0.0652500020805746
"51",130,1954,"Ecuador",0.341,0.177,0.179,0.134,0.102,1,3,0.5,0.333,1,0,0.083,0.786,0.822,0.685,0.199,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,-0.242,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,-1.025,-0.633,0.75,0,0.25,0,0,0.882,0.378,0.21,0.5,0.606,0.621,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.767,2803,7.938,100.3,94.3,12.58,12.58,0.311,3788.355,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.255,130,2,2,1,2,2,1,"Velasco Ibarra",59,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,6,0.000658200006000698,0,0,0,0,194.6,0.79,1033,1156,"ECU",130,24,1,1954,-9,10,1954,0,1,1,-9,0,0,15,4,1,5,5,3,1,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.255,1,0,0.0658200006000698
"52",130,1955,"Ecuador",0.348,0.181,0.182,0.138,0.107,1,3,0.5,0.333,1,0,0.083,0.779,0.838,0.685,0.199,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,-0.242,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,-1.025,-0.633,0.75,0,0.25,0,0,0.882,0.378,0.21,0.5,0.606,0.621,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.855,2736,7.914,89.8,98.7,14.08,14.08,0.327,3892.956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.255,130,2,2,1,1,1,1,"Velasco Ibarra",59,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,7,0.000725599995348603,0,0,0,0,188.5,0.79,1035,1157,"ECU",130,-9,8,1955,27,9,1955,0,1,1,-9,0,0,12,3,1,5,5,3,1,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-0.255,1,0,0.0725599995348603
"53",130,1955,"Ecuador",0.348,0.181,0.182,0.138,0.107,1,3,0.5,0.333,1,0,0.083,0.779,0.838,0.685,0.199,0.511,0.406,NA,1,NA,NA,NA,"1947-1961 peaceful alternation of presidents (03/09/1947 - 07/11/1961)",1,0,0,-0.846,0.381,-0.242,0.78,-1.158,-1.003,-2.332,1.364,1.022,97.25,NA,-1.025,-0.633,0.75,0,0.25,0,0,0.882,0.378,0.21,0.5,0.606,0.621,0.645,1.215,0.505,-0.119,0.49,0.458,0.312,-0.277,-0.655,1.471,0.29,0.138,-1.346,-0.99,2,2,3.855,2736,7.914,89.8,98.7,14.08,14.08,0.327,3892.956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0,0,1,0,0,0,0,0,0,0,0,-0.255,130,2,2,1,1,1,1,"Velasco Ibarra",59,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,7,0.000725599995348603,0,0,0,0,188.5,0.79,3530,3242,"ECU",130,29,3,1955,-9,4,1955,1,1,2,-9,0,0,15,4,1,5,7,3,0,1,1,0.391587301587302,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,-0.255,1,0,0.0725599995348603
"54",130,1963,"Ecuador",0.22,0.058,0.096,0.071,0.068,1,3,1,0,0,0,0.083,0.856,0.837,0.315,0.134,NA,0.279,NA,1,NA,NA,NA,"Military junta 1963 - 1966 (12/07/1963 - 29/03/1966)",1,8,5,-0.846,NA,-0.956,0.092,-0.38,-1.003,-2.332,1.364,1.022,99.75,NA,0.388,0.134,0.75,0,0.25,0,0,0.889,0.361,0.158,0.5,0.426,0.451,0.624,0.911,0.505,-0.119,0.49,-0.221,-0.44,-0.255,-0.602,1.471,0.29,0.138,-1.346,-0.99,-1,2,4.551,2956,7.992,129.8,139.37,6.23,6.23,0.413,4872.943,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.495,130,1,1,1,1,1,1,"Castro",48,48,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0.000136000002385117,2,0.000723799981642514,0,7,0,0,269.17,0.842,1908,1803,"ECU",130,28,5,1963,14,6,1963,1,1,2,-9,0,0,15,4,1,5,7,3,0,1,1,0.513333333333333,0.75,0,0.25,0,0,0.285714285714286,0.146666666666667,0.214285714285714,0,0.0714285714285714,0,0,1,1,1,0,0,0,1,0,1,1,1,0,-0.495,1,0.146666666666667,0.0723799981642514
"55",130,1967,"Ecuador",0.165,0.116,0.097,0.046,0.049,0,0,1,0.667,0,0,0.083,0.786,0.839,0.544,0.202,0.432,0.33,NA,1,NA,NA,NA,"Constitutional rule restored and Velasco's fith presidency (26/05/1967 - 22/06/1970)",1,2,5,-0.846,0.383,-0.628,0.092,-0.38,-1.003,-2.332,1.378,1.022,99.75,NA,0.735,-0.629,1,0,0,0,0,0.876,0.432,0.204,0.565,0.447,0.539,0.683,1.212,0.505,-0.119,0.49,0.199,0.044,-0.153,-0.287,2.366,0.36,0.549,-1.346,-0.99,-1,2,4.894,3396,8.13,158.09,214.22,5.05,4.95,0.435,5482.259,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0.333,0,1,0,0,0,0,0,0,0,0,-0.495,130,1,1,1,1,1,1,"Arosemena Gomez",41,42,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000136000002385117,6,0.000724699988495559,0,3,0,0,372.31,0.796,1912,1805,"ECU",130,9,1,1967,-9,2,1967,1,1,2,-9,0,0,15,4,1,5,7,3,0,1,1,0.392222222222222,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,-0.495,1,0,0.0724699988495559
"56",130,1971,"Ecuador",0.213,0.087,0.118,0.052,0.073,1,3,0.5,0.667,1,0,0.083,0.856,0.827,0.46,0.207,NA,0.328,NA,1,NA,NA,NA,"Velasco's autogolpe (23/06/1970 - 15/02/1972)",1,0,0,-0.846,NA,-0.628,0.092,-0.38,-1.003,-2.332,1.378,1.022,99.75,NA,0.736,-0.629,1,0,0,0,0,0.772,0.552,0.178,0.606,0.499,0.529,0.767,1.212,0.733,0.58,1.526,0.199,0.044,0.277,0.049,1.275,0.49,0.695,-1.346,-0.99,-1,4,5.258,3884,8.265,216.77,341.22,2.81,2.74,0.448,6137.371,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0.667,0.333,0,1,0,0,0,0,0,0,0,0,1.123,130,1,1,1,1,1,1,"Velasco Ibarra",75,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000136000002385117,0,0.000830899982247502,0,3,0,0,557.99,0.822,1037,1158,"ECU",130,11,1,1971,16,1,1971,1,1,2,-9,0,0,15,4,1,5,7,1,0,1,1,0.392222222222222,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1.123,1,0,0.0830899982247502
"57",130,1972,"Ecuador",0.185,0.082,0.114,0.046,0.066,0,0,1,0,1,0,0.083,0.849,0.753,0.388,0.111,NA,0.329,NA,1,NA,NA,NA,"Military junta 1972-1979 (16/02/1972 - 10/08/1979)",1,9,5,-1.711,NA,0.687,-1.445,-0.38,-1.003,-2.332,1.378,1.022,99.75,NA,0.736,0.124,1,0,0,0,0,0.772,0.552,0.181,0.606,0.502,0.504,0.767,1.212,0.733,0.58,1.526,0.199,0.044,0.277,0.049,0.826,0.49,0.695,-1.346,-0.99,-1,5,5.364,3864,8.259,327.47,318.72,47.79,47.71,0.449,6335.497,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0.601,130,1,1,1,1,1,1,"Rodriguez Lara",49,49,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.000136000002385117,0,0.000843700021505356,0,0,0,0,646.19,0.819,761,602,"ECU",130,12,11,1972,22,11,1972,1,1,2,-9,0,0,15,4,1,5,7,1,0,1,1,0.511746031746032,1,0,0,0,0,0.142857142857143,0.0731065759637188,0.142857142857143,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0.601,1,0.0731065759637188,0.0843700021505356
"58",130,1977,"Ecuador",0.155,0.068,0.101,0.028,0.073,0,0,1,0,0,0,0.083,0.872,0.745,0.29,0.099,NA,0.332,NA,1,NA,NA,NA,"Military junta 1972-1979 (16/02/1972 - 10/08/1979)",1,9,5,-1.711,NA,0.37,-1.445,-0.38,-1.003,-2.332,1.378,1.022,99.75,NA,0.417,0.124,1,0,0,0,0,0.775,0.612,0.161,0.764,0.454,0.386,0.795,1.205,0.733,0.58,1.526,0.19,0.059,0.791,0.049,0.412,1.012,1.5,-1.346,-0.99,-1,5,5.896,5251,8.566,1439.91,1188.51,430.67,430.12,0.451,7326.123,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0.601,130,1,1,1,1,1,1,"Poveda Burbano",50,51,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.000136000002385117,5,0.00101889995858073,0,4,0,0,2628.42,0.839,2118,2120,"ECU",130,21,6,1977,18,1,1978,1,1,1,-9,1,-9,17,4,1,5,5,3,1,1,1,0.511746031746032,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0.601,1,0,0.101889995858073
"67",135,1950,"Peru",0.13,0.042,0.082,0.045,0.034,0,1,0.25,0.333,1,0,0,0.897,0.654,0.249,0.043,0.108,0.301,NA,1,NA,NA,NA,"1948-1962 peaceful transitions of presidents (30/10/1948 - 28/07/1956)",1,9,NA,NA,-1.008,-0.391,-1.851,-1.575,-2.559,-2.207,-0.234,NA,98.333,NA,0.841,-1.962,0.5,0,0.5,0,0,0.988,0.323,0.118,0.196,0.308,0.42,0.449,-0.555,0.595,0.619,0.377,-0.894,-1.72,-0.36,-0.139,1.47,-1.143,-0.92,-1.328,-1.164,0,3,2.58,2048,7.625,191.6,184.8,28.58,26.45,0.241,7632.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,135,1,0,1,0,0,0,"Odria",53,53,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0000252000008913456,0,0.0017363999504596,0,5,0,0,376.4,0.882,2123,2122,"PER",135,21,10,1950,21,10,1950,1,0,0,-9,0,0,10,3,1,5,5,3,0,1,1,0.180634920634921,0.5,0,0.5,0,0,0.142857142857143,0.0258049886621315,0.0714285714285714,0,0.0714285714285714,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.882,1,0.0258049886621315,0.17363999504596
"68",135,1951,"Peru",0.183,0.054,0.085,0.053,0.042,0,1,0.25,0.333,1,0,0,0.89,0.659,0.285,0.049,0.108,0.301,NA,1,NA,NA,NA,"1948-1962 peaceful transitions of presidents (30/10/1948 - 28/07/1956)",1,9,NA,NA,-1.008,-0.391,-1.851,-1.575,-2.647,-2.207,-0.234,NA,98.333,NA,0.841,-1.962,0.5,0,0.5,0,0,0.978,0.323,0.139,0.196,0.394,0.405,0.449,-0.555,0.595,0.619,0.377,-0.894,-1.72,-0.36,-0.139,1.47,-1.143,-0.92,-1.328,-1.164,1,3,2.634,2141,7.669,249.3,277,27.31,25.43,0.262,7862.35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,135,1,0,1,1,0,1,"Odria",53,54,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0000252000008913456,1,0.00172840000595897,0,0,0,0,526.3,0.861,1032,1155,"PER",135,11,8,1951,15,8,1951,1,0,0,-9,1,-9,17,4,1,5,5,3,1,1,1,0.180634920634921,0.5,0,0.5,0,0,0.142857142857143,0.0258049886621315,0.0714285714285714,0,0.0714285714285714,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.882,1,0.0258049886621315,0.172840000595897
"69",135,1953,"Peru",0.183,0.058,0.085,0.053,0.042,0,1,0.25,0.333,1,0,0,0.874,0.659,0.285,0.052,0.108,0.301,NA,1,NA,NA,NA,"1948-1962 peaceful transitions of presidents (30/10/1948 - 28/07/1956)",1,9,NA,NA,-1.008,-0.391,-1.851,-1.575,-2.647,-2.207,-0.234,NA,98.333,NA,0.841,-1.962,0.5,0,0.5,0,0,0.978,0.323,0.15,0.196,0.394,0.405,0.43,-0.555,0.595,0.619,0.377,-0.894,-1.72,-0.36,-0.139,1.47,-1.143,-0.92,-1.818,-1.164,1,3,2.742,2280,7.732,220.5,290.1,28.75,26.63,0.3,8322.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,135,1,0,0,0,0,0,"Odria",53,56,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0000252000008913456,3,0.00169900001492351,0,1,0,0,510.6,0.85,2120,2121,"PER",135,27,2,1953,13,7,1953,0,0,0,-9,0,0,12,3,1,5,5,3,1,1,1,0.180634920634921,0.5,0,0.5,0,0,0.142857142857143,0.0258049886621315,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.882,1,0.0258049886621315,0.169900001492351
"70",135,1954,"Peru",0.183,0.058,0.081,0.053,0.042,0,1,0.25,0.333,1,0,0,0.874,0.659,0.285,0.052,0.108,0.276,NA,1,NA,NA,NA,"1948-1962 peaceful transitions of presidents (30/10/1948 - 28/07/1956)",1,9,NA,NA,-1.008,-0.391,-1.851,-1.575,-2.647,-2.207,-0.234,NA,98.333,NA,0.841,-1.962,0.5,0,0.5,0,0,0.978,0.323,0.15,0.196,0.354,0.405,0.43,-0.555,0.595,0.619,0.377,-0.894,-1.72,-0.36,-0.139,1.47,-1.143,-0.92,-1.818,-1.164,1,3,2.796,2276,7.73,247.3,248.3,29.96,27.87,0.317,8551.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,135,1,0,1,0,0,0,"Odria",53,57,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0000252000008913456,4,0.00171580002643168,0,0,0,0,495.6,0.85,1034,1156,"PER",135,24,1,1954,-9,10,1954,1,0,0,-9,0,0,12,3,1,5,5,3,1,1,1,0.180634920634921,0.5,0,0.5,0,0,0.142857142857143,0.0258049886621315,0.0714285714285714,0,0.0714285714285714,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.882,1,0.0258049886621315,0.171580002643168
"71",135,1955,"Peru",0.183,0.058,0.074,0.053,0.042,0,1,0.25,0.333,1,0,0,0.874,0.659,0.285,0.052,0.108,0.27,NA,1,NA,NA,NA,"1948-1962 peaceful transitions of presidents (30/10/1948 - 28/07/1956)",1,9,NA,NA,-1.008,-0.391,-1.851,-1.575,-2.647,-2.207,-0.234,NA,98.333,NA,0.841,-1.962,0.5,0,0.5,0,0,0.978,0.323,0.15,0.196,0.399,0.405,0.43,-0.555,0.595,0.619,0.377,-0.894,-1.72,-0.36,-0.139,1.47,-1.143,-0.92,-1.818,-1.164,1,3,2.85,2382,7.776,270.9,299.9,29.35,27.58,0.334,8781.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,135,2,1,2,0,0,0,"Odria",53,58,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0000252000008913456,5,0.00153909996151924,0,0,0,0,570.8,0.85,1036,1157,"PER",135,-9,8,1955,27,9,1955,1,0,0,-9,0,0,12,3,1,5,5,3,1,1,1,0.180634920634921,0.5,0,0.5,0,0,0.142857142857143,0.0258049886621315,0.0714285714285714,0,0.0714285714285714,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.882,1,0.0258049886621315,0.153909996151924
